raw_transaction_string,category_label
DEBIT PURCHASE RALPHS,Groceries
DEBIT PURCHASE MARKET,Groceries
DEBIT PURCHASE WHOLE FOODS,Groceries
TRANSFER 836,Transfer/Income
PAYROLL,Transfer/Income
POS SALE MARKET ID:GEWT57297732507583,Groceries
VENMO CASH IN,Transfer/Income
POS SALE GROCERY,Groceries
POS SALE UBER TRIP 836,Transport
CARD PURCHASE SUSHI T:071098,Coffee/Dining
SALARY T:071098,Transfer/Income
VENMO CASH IN,Transfer/Income
VISA POS MCDONALDS,Coffee/Dining
CARD PURCHASE CAFE,Coffee/Dining
POS SALE RETAIL,Shopping
VISA POS SHELL GAS,Fuel/Gas
POS SALE METRO RAIL ID:GEWT57297732507583,Transport
DEBIT PURCHASE WHOLE FOODS,Groceries
EFT AMAZON.COM ID:GEWT57297732507583,Shopping
EFT METRO RAIL,Transport
VISA POS MCDONALDS 836,Coffee/Dining
POS SALE APPLE STORE 836,Shopping
VISA POS GROCERY T:071098,Groceries
POS SALE RALPHS LOC:EAST1661,Groceries
AEP,Utilities
CARD PURCHASE PHARMACY 836,Health/Fitness
CARD PURCHASE MARKET,Groceries
VISA POS BEST BUY,Shopping
CARD PURCHASE AMAZON.COM,Shopping
CARD PURCHASE GAS STATION,Fuel/Gas
DEBIT PURCHASE RALPHS,Groceries
EFT STARBUCKS T:071098,Coffee/Dining
VISA POS DOCTOR,Health/Fitness
CARD PURCHASE CAFE,Coffee/Dining
VISA POS WHOLE FOODS,Groceries
EFT TRADER JOES,Groceries
VISA POS RETAIL 836,Shopping
TRANSFER,Transfer/Income
VENMO CASH IN T:071098,Transfer/Income
CARD PURCHASE TARGET 836,Shopping
EFT TRADER JOES ID:GEWT57297732507583,Groceries
VISA POS AMAZON.COM ID:GEWT57297732507583,Shopping
CARD PURCHASE CAFE T:071098,Coffee/Dining
CARD PURCHASE RALPHS 836,Groceries
VENMO CASH IN,Transfer/Income
EFT STARBUCKS,Coffee/Dining
CABLE T:071098,Utilities
EFT APPLE STORE,Shopping
CARD PURCHASE RALPHS,Groceries
DEBIT PURCHASE WHOLE FOODS,Groceries
DEBIT PURCHASE MARKET 836,Groceries
POS SALE LYFT,Transport
CARD PURCHASE METRO RAIL T:071098,Transport
CARD PURCHASE RALPHS 836,Groceries
POS SALE MARKET LOC:EAST1661,Groceries
VISA POS AMAZON.COM,Shopping
AEP ID:GEWT57297732507583,Utilities
POS SALE GYM MEMBERSHIP,Health/Fitness
CARD PURCHASE SUSHI,Coffee/Dining
POS SALE RALPHS,Groceries
POS SALE CAFE,Coffee/Dining
EFT TRADER JOES ID:GEWT57297732507583,Groceries
CARD PURCHASE DOCTOR ID:GEWT57297732507583,Health/Fitness
CARD PURCHASE GAS STATION 836,Fuel/Gas
POS SALE SUSHI T:071098,Coffee/Dining
VISA POS AMAZON.COM,Shopping
DEBIT PURCHASE PIZZA,Coffee/Dining
POS SALE PHARMACY,Health/Fitness
POS SALE TARGET 836,Shopping
DEBIT PURCHASE AMAZON.COM,Shopping
CARD PURCHASE RALPHS,Groceries
EFT SUSHI T:071098,Coffee/Dining
DEBIT PURCHASE RETAIL,Shopping
DEBIT PURCHASE CAFE,Coffee/Dining
EFT EXXON ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE EXXON,Fuel/Gas
EFT STARBUCKS,Coffee/Dining
POS SALE RALPHS,Groceries
VISA POS RESTAURANT,Coffee/Dining
CARD PURCHASE GROCERY LOC:EAST1661,Groceries
VENMO CASH IN,Transfer/Income
POS SALE STARBUCKS,Coffee/Dining
VISA POS RESTAURANT,Coffee/Dining
CARD PURCHASE PIZZA,Coffee/Dining
CARD PURCHASE PIZZA ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE AMAZON.COM 836,Shopping
EFT AMAZON.COM ID:GEWT57297732507583,Shopping
CARD PURCHASE MCDONALDS 836,Coffee/Dining
TRANSFER,Transfer/Income
VISA POS MARKET,Groceries
VISA POS WHOLE FOODS LOC:EAST1661,Groceries
VISA POS GROCERY,Groceries
VISA POS PHARMACY,Health/Fitness
POS SALE PUMP,Fuel/Gas
VISA POS MCDONALDS LOC:EAST1661,Coffee/Dining
POS SALE RETAIL,Shopping
CARD PURCHASE DOCTOR 836,Health/Fitness
POS SALE MARKET,Groceries
CARD PURCHASE GAS STATION,Fuel/Gas
VISA POS GROCERY 836,Groceries
POS SALE WHOLE FOODS ID:GEWT57297732507583,Groceries
CARD PURCHASE PHARMACY,Health/Fitness
POS SALE SHELL GAS ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE STARBUCKS,Coffee/Dining
DEBIT PURCHASE PIZZA,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS,Groceries
EFT LYFT ID:GEWT57297732507583,Transport
DEBIT PURCHASE EXXON ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE SHELL GAS 836,Fuel/Gas
VISA POS PUMP,Fuel/Gas
DEBIT PURCHASE MARKET,Groceries
DEBIT PURCHASE BEST BUY T:071098,Shopping
CARD PURCHASE GAS STATION 836,Fuel/Gas
DEBIT PURCHASE APPLE STORE,Shopping
DEBIT PURCHASE WHOLE FOODS T:071098,Groceries
AEP,Utilities
CARD PURCHASE GROCERY,Groceries
CARD PURCHASE DOCTOR ID:GEWT57297732507583,Health/Fitness
VISA POS PIZZA T:071098,Coffee/Dining
EFT PHARMACY,Health/Fitness
EFT BEST BUY,Shopping
VISA POS RETAIL,Shopping
EFT RALPHS,Groceries
VISA POS RALPHS ID:GEWT57297732507583,Groceries
SALARY,Transfer/Income
CARD PURCHASE GROCERY T:071098,Groceries
CABLE ID:GEWT57297732507583,Utilities
DEBIT PURCHASE RALPHS,Groceries
POS SALE PHARMACY,Health/Fitness
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE WHOLE FOODS LOC:EAST1661,Groceries
CARD PURCHASE GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE CAFE,Coffee/Dining
POS SALE LYFT ID:GEWT57297732507583,Transport
CARD PURCHASE MCDONALDS,Coffee/Dining
CARD PURCHASE TARGET 836,Shopping
CARD PURCHASE APPLE STORE,Shopping
EFT GAS STATION,Fuel/Gas
CARD PURCHASE AMAZON.COM,Shopping
VISA POS PHARMACY,Health/Fitness
EFT CAFE,Coffee/Dining
CARD PURCHASE AMAZON.COM 836,Shopping
DEBIT PURCHASE MCDONALDS,Coffee/Dining
EFT AMAZON.COM,Shopping
EFT RESTAURANT 836,Coffee/Dining
CARD PURCHASE BEST BUY LOC:EAST1661,Shopping
TRANSFER LOC:EAST1661,Transfer/Income
VENMO CASH IN,Transfer/Income
POS SALE GYM MEMBERSHIP 836,Health/Fitness
CARD PURCHASE MCDONALDS ID:GEWT57297732507583,Coffee/Dining
EFT METRO RAIL,Transport
TRANSFER,Transfer/Income
EFT UBER TRIP LOC:EAST1661,Transport
CARD PURCHASE PIZZA ID:GEWT57297732507583,Coffee/Dining
EFT STARBUCKS,Coffee/Dining
VISA POS PUMP,Fuel/Gas
VISA POS PIZZA,Coffee/Dining
EFT CAFE,Coffee/Dining
CARD PURCHASE STARBUCKS,Coffee/Dining
DEBIT PURCHASE BEST BUY,Shopping
DEBIT PURCHASE RETAIL,Shopping
CARD PURCHASE WHOLE FOODS 836,Groceries
CARD PURCHASE CHEVRON,Fuel/Gas
POS SALE GAS STATION LOC:EAST1661,Fuel/Gas
EFT TRADER JOES ID:GEWT57297732507583,Groceries
POS SALE LYFT ID:GEWT57297732507583,Transport
CARD PURCHASE SHELL GAS LOC:EAST1661,Fuel/Gas
POS SALE RESTAURANT,Coffee/Dining
DEBIT PURCHASE TRADER JOES ID:GEWT57297732507583,Groceries
EFT BEST BUY 836,Shopping
AEP,Utilities
CARD PURCHASE TRADER JOES,Groceries
EFT LYFT,Transport
VISA POS GROCERY,Groceries
EFT CHEVRON,Fuel/Gas
EFT PIZZA,Coffee/Dining
WATER SERVICE 836,Utilities
VISA POS GROCERY ID:GEWT57297732507583,Groceries
VISA POS RESTAURANT ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE CHEVRON,Fuel/Gas
CARD PURCHASE BEST BUY,Shopping
POS SALE RESTAURANT,Coffee/Dining
DEBIT PURCHASE EXXON,Fuel/Gas
CARD PURCHASE CHEVRON,Fuel/Gas
CABLE 836,Utilities
VISA POS PIZZA,Coffee/Dining
EFT MARKET,Groceries
POS SALE WHOLE FOODS T:071098,Groceries
EFT WHOLE FOODS LOC:EAST1661,Groceries
EFT GROCERY,Groceries
DEBIT PURCHASE TRADER JOES,Groceries
PAYROLL T:071098,Transfer/Income
VENMO CASH IN,Transfer/Income
POS SALE MCDONALDS,Coffee/Dining
DEBIT PURCHASE LYFT,Transport
ELEC BILL 836,Utilities
VISA POS MARKET,Groceries
POS SALE SUSHI,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS 836,Groceries
POS SALE RESTAURANT,Coffee/Dining
POS SALE SUSHI,Coffee/Dining
VISA POS TRADER JOES ID:GEWT57297732507583,Groceries
POS SALE TRADER JOES,Groceries
POS SALE BEST BUY 836,Shopping
POS SALE CAFE LOC:EAST1661,Coffee/Dining
CARD PURCHASE SUSHI,Coffee/Dining
DEBIT PURCHASE TRADER JOES,Groceries
ELEC BILL,Utilities
POS SALE CHEVRON,Fuel/Gas
POS SALE CHEVRON LOC:EAST1661,Fuel/Gas
CARD PURCHASE APPLE STORE ID:GEWT57297732507583,Shopping
DEBIT PURCHASE GAS STATION,Fuel/Gas
AEP,Utilities
POS SALE APPLE STORE,Shopping
POS SALE PUMP,Fuel/Gas
DEBIT PURCHASE TOLL 836,Transport
VISA POS GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE RALPHS,Groceries
DEBIT PURCHASE AMAZON.COM 836,Shopping
CARD PURCHASE METRO RAIL T:071098,Transport
EFT METRO RAIL,Transport
EFT EXXON,Fuel/Gas
CARD PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE DOCTOR T:071098,Health/Fitness
POS SALE APPLE STORE T:071098,Shopping
VISA POS STARBUCKS ID:GEWT57297732507583,Coffee/Dining
ELEC BILL LOC:EAST1661,Utilities
CARD PURCHASE RESTAURANT,Coffee/Dining
DEBIT PURCHASE APPLE STORE,Shopping
POS SALE BEST BUY,Shopping
POS SALE GROCERY ID:GEWT57297732507583,Groceries
EFT RETAIL ID:GEWT57297732507583,Shopping
POS SALE SUSHI LOC:EAST1661,Coffee/Dining
EFT WHOLE FOODS,Groceries
VISA POS MARKET 836,Groceries
DEBIT PURCHASE GAS STATION,Fuel/Gas
DEBIT PURCHASE SUSHI,Coffee/Dining
VISA POS APPLE STORE T:071098,Shopping
COMCAST 836,Utilities
SALARY,Transfer/Income
VISA POS TARGET,Shopping
EFT BEST BUY,Shopping
EFT CAFE,Coffee/Dining
DEBIT PURCHASE APPLE STORE,Shopping
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE APPLE STORE LOC:EAST1661,Shopping
CARD PURCHASE SHELL GAS,Fuel/Gas
VENMO CASH IN T:071098,Transfer/Income
DEBIT PURCHASE RESTAURANT,Coffee/Dining
EFT RALPHS,Groceries
CABLE 836,Utilities
EFT CAFE,Coffee/Dining
EFT TARGET T:071098,Shopping
TRANSFER 836,Transfer/Income
DEBIT PURCHASE PHARMACY,Health/Fitness
CARD PURCHASE TOLL LOC:EAST1661,Transport
CARD PURCHASE RETAIL T:071098,Shopping
CARD PURCHASE AMAZON.COM,Shopping
POS SALE APPLE STORE ID:GEWT57297732507583,Shopping
DEBIT PURCHASE WHOLE FOODS T:071098,Groceries
CARD PURCHASE WHOLE FOODS ID:GEWT57297732507583,Groceries
CARD PURCHASE MCDONALDS 836,Coffee/Dining
VISA POS STARBUCKS 836,Coffee/Dining
DEBIT PURCHASE LYFT ID:GEWT57297732507583,Transport
POS SALE SHELL GAS T:071098,Fuel/Gas
EFT MCDONALDS,Coffee/Dining
VISA POS GROCERY T:071098,Groceries
DEBIT PURCHASE UBER TRIP,Transport
POS SALE SHELL GAS,Fuel/Gas
POS SALE WHOLE FOODS,Groceries
DEBIT PURCHASE EXXON ID:GEWT57297732507583,Fuel/Gas
EFT WHOLE FOODS,Groceries
EFT MARKET 836,Groceries
CARD PURCHASE GROCERY LOC:EAST1661,Groceries
CARD PURCHASE MCDONALDS,Coffee/Dining
EFT GAS STATION,Fuel/Gas
EFT AMAZON.COM LOC:EAST1661,Shopping
EFT MARKET,Groceries
CARD PURCHASE BEST BUY LOC:EAST1661,Shopping
POS SALE CAFE T:071098,Coffee/Dining
CARD PURCHASE RALPHS LOC:EAST1661,Groceries
POS SALE UBER TRIP,Transport
VISA POS RESTAURANT,Coffee/Dining
CARD PURCHASE STARBUCKS ID:GEWT57297732507583,Coffee/Dining
POS SALE WHOLE FOODS T:071098,Groceries
CARD PURCHASE STARBUCKS LOC:EAST1661,Coffee/Dining
POS SALE MCDONALDS,Coffee/Dining
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE RALPHS,Groceries
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE SHELL GAS,Fuel/Gas
CARD PURCHASE UBER TRIP,Transport
POS SALE BEST BUY,Shopping
CARD PURCHASE RETAIL,Shopping
VISA POS RESTAURANT,Coffee/Dining
CARD PURCHASE RALPHS T:071098,Groceries
CARD PURCHASE PUMP ID:GEWT57297732507583,Fuel/Gas
EFT GYM MEMBERSHIP,Health/Fitness
VISA POS GROCERY,Groceries
POS SALE STARBUCKS,Coffee/Dining
EFT AMAZON.COM LOC:EAST1661,Shopping
POS SALE STARBUCKS,Coffee/Dining
DEBIT PURCHASE CAFE,Coffee/Dining
SALARY ID:GEWT57297732507583,Transfer/Income
POS SALE AMAZON.COM 836,Shopping
EFT TARGET T:071098,Shopping
TRANSFER ID:GEWT57297732507583,Transfer/Income
DEBIT PURCHASE TARGET 836,Shopping
VISA POS GROCERY ID:GEWT57297732507583,Groceries
POS SALE TRADER JOES,Groceries
POS SALE CHEVRON,Fuel/Gas
EFT STARBUCKS,Coffee/Dining
CARD PURCHASE AMAZON.COM,Shopping
EFT APPLE STORE,Shopping
VENMO CASH IN T:071098,Transfer/Income
DEBIT PURCHASE RETAIL ID:GEWT57297732507583,Shopping
POS SALE AMAZON.COM,Shopping
DEBIT PURCHASE WHOLE FOODS T:071098,Groceries
VISA POS SUSHI T:071098,Coffee/Dining
TRANSFER ID:GEWT57297732507583,Transfer/Income
DEBIT PURCHASE AMAZON.COM ID:GEWT57297732507583,Shopping
POS SALE PUMP,Fuel/Gas
VISA POS PIZZA,Coffee/Dining
CARD PURCHASE STARBUCKS T:071098,Coffee/Dining
POS SALE PIZZA,Coffee/Dining
VISA POS WHOLE FOODS 836,Groceries
VISA POS CAFE,Coffee/Dining
CARD PURCHASE BEST BUY,Shopping
DEBIT PURCHASE CAFE,Coffee/Dining
VISA POS CAFE T:071098,Coffee/Dining
POS SALE TARGET,Shopping
VISA POS SUSHI,Coffee/Dining
CARD PURCHASE LYFT ID:GEWT57297732507583,Transport
EFT RETAIL,Shopping
CARD PURCHASE RESTAURANT,Coffee/Dining
POS SALE SUSHI T:071098,Coffee/Dining
DEBIT PURCHASE SUSHI 836,Coffee/Dining
CABLE,Utilities
EFT PUMP ID:GEWT57297732507583,Fuel/Gas
AEP,Utilities
TRANSFER T:071098,Transfer/Income
POS SALE RALPHS,Groceries
CARD PURCHASE STARBUCKS 836,Coffee/Dining
POS SALE RALPHS 836,Groceries
DEBIT PURCHASE MARKET,Groceries
DEBIT PURCHASE MARKET 836,Groceries
CARD PURCHASE GROCERY ID:GEWT57297732507583,Groceries
DEBIT PURCHASE PIZZA,Coffee/Dining
WATER SERVICE ID:GEWT57297732507583,Utilities
SALARY LOC:EAST1661,Transfer/Income
CARD PURCHASE STARBUCKS,Coffee/Dining
POS SALE STARBUCKS ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE GAS STATION,Fuel/Gas
VISA POS APPLE STORE,Shopping
CARD PURCHASE RALPHS,Groceries
VISA POS TARGET,Shopping
DEBIT PURCHASE MCDONALDS,Coffee/Dining
POS SALE LYFT,Transport
VISA POS MCDONALDS LOC:EAST1661,Coffee/Dining
VISA POS BEST BUY 836,Shopping
VISA POS RALPHS,Groceries
POS SALE MARKET LOC:EAST1661,Groceries
EFT TARGET,Shopping
EFT TRADER JOES ID:GEWT57297732507583,Groceries
VENMO CASH IN,Transfer/Income
CARD PURCHASE MCDONALDS ID:GEWT57297732507583,Coffee/Dining
PAYROLL,Transfer/Income
EFT BEST BUY,Shopping
CARD PURCHASE GAS STATION,Fuel/Gas
CARD PURCHASE BEST BUY LOC:EAST1661,Shopping
ELEC BILL,Utilities
CARD PURCHASE RESTAURANT,Coffee/Dining
CARD PURCHASE PIZZA,Coffee/Dining
SALARY,Transfer/Income
DEBIT PURCHASE LYFT,Transport
VISA POS PHARMACY ID:GEWT57297732507583,Health/Fitness
TRANSFER T:071098,Transfer/Income
VISA POS MARKET,Groceries
POS SALE MCDONALDS,Coffee/Dining
CARD PURCHASE STARBUCKS,Coffee/Dining
CARD PURCHASE MARKET T:071098,Groceries
POS SALE TARGET,Shopping
SALARY,Transfer/Income
VISA POS TRADER JOES,Groceries
EFT GROCERY LOC:EAST1661,Groceries
COMCAST,Utilities
VISA POS GROCERY,Groceries
EFT AMAZON.COM,Shopping
DEBIT PURCHASE AMAZON.COM,Shopping
POS SALE MARKET,Groceries
VISA POS BEST BUY,Shopping
VISA POS RETAIL T:071098,Shopping
SALARY,Transfer/Income
POS SALE RETAIL,Shopping
CARD PURCHASE WHOLE FOODS ID:GEWT57297732507583,Groceries
SALARY,Transfer/Income
POS SALE RESTAURANT 836,Coffee/Dining
EFT CAFE LOC:EAST1661,Coffee/Dining
WATER SERVICE 836,Utilities
EFT WHOLE FOODS ID:GEWT57297732507583,Groceries
CARD PURCHASE TRADER JOES ID:GEWT57297732507583,Groceries
DEBIT PURCHASE RALPHS,Groceries
VISA POS AMAZON.COM 836,Shopping
DEBIT PURCHASE LYFT T:071098,Transport
VISA POS RETAIL T:071098,Shopping
DEBIT PURCHASE CAFE,Coffee/Dining
SALARY LOC:EAST1661,Transfer/Income
WATER SERVICE,Utilities
VISA POS MARKET 836,Groceries
VISA POS MARKET ID:GEWT57297732507583,Groceries
SALARY,Transfer/Income
DEBIT PURCHASE CHEVRON 836,Fuel/Gas
EFT CAFE,Coffee/Dining
DEBIT PURCHASE RESTAURANT,Coffee/Dining
VISA POS CHEVRON 836,Fuel/Gas
TRANSFER LOC:EAST1661,Transfer/Income
DEBIT PURCHASE CAFE 836,Coffee/Dining
DEBIT PURCHASE TOLL,Transport
EFT GROCERY T:071098,Groceries
POS SALE CAFE,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS,Groceries
SALARY 836,Transfer/Income
EFT PIZZA LOC:EAST1661,Coffee/Dining
EFT TRADER JOES,Groceries
VISA POS CAFE,Coffee/Dining
DEBIT PURCHASE GROCERY,Groceries
DEBIT PURCHASE BEST BUY,Shopping
COMCAST,Utilities
VISA POS WHOLE FOODS,Groceries
CARD PURCHASE MARKET,Groceries
EFT TOLL 836,Transport
EFT PIZZA,Coffee/Dining
EFT RALPHS LOC:EAST1661,Groceries
POS SALE GROCERY ID:GEWT57297732507583,Groceries
CARD PURCHASE GYM MEMBERSHIP 836,Health/Fitness
EFT PIZZA,Coffee/Dining
POS SALE METRO RAIL 836,Transport
SALARY,Transfer/Income
POS SALE TRADER JOES,Groceries
DEBIT PURCHASE TOLL ID:GEWT57297732507583,Transport
POS SALE RALPHS,Groceries
EFT SUSHI T:071098,Coffee/Dining
DEBIT PURCHASE BEST BUY,Shopping
DEBIT PURCHASE MARKET 836,Groceries
DEBIT PURCHASE RALPHS,Groceries
VISA POS WHOLE FOODS 836,Groceries
POS SALE SUSHI LOC:EAST1661,Coffee/Dining
POS SALE APPLE STORE ID:GEWT57297732507583,Shopping
DEBIT PURCHASE RETAIL,Shopping
POS SALE PIZZA,Coffee/Dining
EFT STARBUCKS T:071098,Coffee/Dining
POS SALE TARGET ID:GEWT57297732507583,Shopping
DEBIT PURCHASE CAFE,Coffee/Dining
VISA POS DOCTOR,Health/Fitness
POS SALE GYM MEMBERSHIP,Health/Fitness
EFT WHOLE FOODS,Groceries
VENMO CASH IN 836,Transfer/Income
ELEC BILL,Utilities
VISA POS SUSHI,Coffee/Dining
DEBIT PURCHASE PIZZA,Coffee/Dining
EFT BEST BUY 836,Shopping
VISA POS RESTAURANT 836,Coffee/Dining
CARD PURCHASE PIZZA,Coffee/Dining
EFT APPLE STORE LOC:EAST1661,Shopping
DEBIT PURCHASE RALPHS 836,Groceries
DEBIT PURCHASE RALPHS T:071098,Groceries
VISA POS RALPHS,Groceries
CARD PURCHASE GROCERY,Groceries
VISA POS RALPHS,Groceries
POS SALE UBER TRIP,Transport
EFT BEST BUY 836,Shopping
DEBIT PURCHASE AMAZON.COM T:071098,Shopping
CARD PURCHASE GYM MEMBERSHIP 836,Health/Fitness
CARD PURCHASE GROCERY 836,Groceries
POS SALE RETAIL,Shopping
VISA POS TRADER JOES ID:GEWT57297732507583,Groceries
SALARY,Transfer/Income
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
TRANSFER,Transfer/Income
CARD PURCHASE GROCERY,Groceries
CARD PURCHASE EXXON,Fuel/Gas
ELEC BILL T:071098,Utilities
VISA POS MCDONALDS LOC:EAST1661,Coffee/Dining
VISA POS METRO RAIL,Transport
POS SALE AMAZON.COM T:071098,Shopping
WATER SERVICE ID:GEWT57297732507583,Utilities
CARD PURCHASE SUSHI,Coffee/Dining
VISA POS RESTAURANT,Coffee/Dining
POS SALE PUMP ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE AMAZON.COM,Shopping
POS SALE UBER TRIP LOC:EAST1661,Transport
POS SALE SHELL GAS T:071098,Fuel/Gas
CARD PURCHASE WHOLE FOODS 836,Groceries
POS SALE APPLE STORE,Shopping
CARD PURCHASE BEST BUY,Shopping
EFT RETAIL,Shopping
VISA POS EXXON,Fuel/Gas
CARD PURCHASE MCDONALDS LOC:EAST1661,Coffee/Dining
POS SALE GYM MEMBERSHIP ID:GEWT57297732507583,Health/Fitness
VISA POS RETAIL,Shopping
CARD PURCHASE STARBUCKS LOC:EAST1661,Coffee/Dining
DEBIT PURCHASE RALPHS,Groceries
DEBIT PURCHASE APPLE STORE ID:GEWT57297732507583,Shopping
CARD PURCHASE TRADER JOES ID:GEWT57297732507583,Groceries
POS SALE MARKET,Groceries
PAYROLL,Transfer/Income
EFT RESTAURANT,Coffee/Dining
VISA POS STARBUCKS,Coffee/Dining
POS SALE TRADER JOES,Groceries
PAYROLL,Transfer/Income
VENMO CASH IN T:071098,Transfer/Income
VISA POS RETAIL LOC:EAST1661,Shopping
TRANSFER,Transfer/Income
POS SALE APPLE STORE,Shopping
CARD PURCHASE APPLE STORE,Shopping
CARD PURCHASE RESTAURANT ID:GEWT57297732507583,Coffee/Dining
POS SALE STARBUCKS T:071098,Coffee/Dining
VISA POS DOCTOR,Health/Fitness
EFT LYFT,Transport
EFT GROCERY ID:GEWT57297732507583,Groceries
CARD PURCHASE PUMP,Fuel/Gas
VISA POS GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE GROCERY,Groceries
AEP,Utilities
EFT AMAZON.COM T:071098,Shopping
DEBIT PURCHASE TARGET,Shopping
DEBIT PURCHASE METRO RAIL T:071098,Transport
PAYROLL,Transfer/Income
WATER SERVICE ID:GEWT57297732507583,Utilities
CARD PURCHASE PIZZA,Coffee/Dining
DEBIT PURCHASE BEST BUY ID:GEWT57297732507583,Shopping
VISA POS GAS STATION,Fuel/Gas
POS SALE TRADER JOES,Groceries
POS SALE CHEVRON,Fuel/Gas
DEBIT PURCHASE RALPHS T:071098,Groceries
SALARY ID:GEWT57297732507583,Transfer/Income
CARD PURCHASE TARGET,Shopping
SALARY LOC:EAST1661,Transfer/Income
VISA POS RALPHS,Groceries
POS SALE AMAZON.COM,Shopping
POS SALE GAS STATION,Fuel/Gas
EFT SHELL GAS LOC:EAST1661,Fuel/Gas
DEBIT PURCHASE PIZZA,Coffee/Dining
CARD PURCHASE SUSHI 836,Coffee/Dining
VISA POS TARGET ID:GEWT57297732507583,Shopping
POS SALE MARKET ID:GEWT57297732507583,Groceries
EFT GROCERY,Groceries
POS SALE PIZZA 836,Coffee/Dining
POS SALE TARGET,Shopping
DEBIT PURCHASE TARGET,Shopping
TRANSFER LOC:EAST1661,Transfer/Income
CARD PURCHASE GROCERY T:071098,Groceries
SALARY,Transfer/Income
VENMO CASH IN,Transfer/Income
CARD PURCHASE PIZZA T:071098,Coffee/Dining
VISA POS MCDONALDS,Coffee/Dining
CARD PURCHASE PHARMACY ID:GEWT57297732507583,Health/Fitness
CARD PURCHASE GROCERY ID:GEWT57297732507583,Groceries
VISA POS CAFE 836,Coffee/Dining
TRANSFER,Transfer/Income
CARD PURCHASE RALPHS T:071098,Groceries
CABLE,Utilities
EFT BEST BUY 836,Shopping
CABLE,Utilities
VISA POS TRADER JOES LOC:EAST1661,Groceries
VISA POS MARKET,Groceries
DEBIT PURCHASE CAFE,Coffee/Dining
DEBIT PURCHASE UBER TRIP,Transport
DEBIT PURCHASE APPLE STORE 836,Shopping
POS SALE CAFE ID:GEWT57297732507583,Coffee/Dining
VISA POS TOLL,Transport
POS SALE CAFE ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE BEST BUY 836,Shopping
VISA POS GROCERY LOC:EAST1661,Groceries
EFT WHOLE FOODS,Groceries
VISA POS UBER TRIP,Transport
CARD PURCHASE AMAZON.COM,Shopping
EFT RESTAURANT,Coffee/Dining
POS SALE PHARMACY,Health/Fitness
POS SALE AMAZON.COM,Shopping
EFT WHOLE FOODS,Groceries
EFT BEST BUY,Shopping
POS SALE GROCERY T:071098,Groceries
CARD PURCHASE RESTAURANT T:071098,Coffee/Dining
WATER SERVICE T:071098,Utilities
DEBIT PURCHASE APPLE STORE,Shopping
DEBIT PURCHASE PHARMACY,Health/Fitness
CARD PURCHASE UBER TRIP LOC:EAST1661,Transport
POS SALE TRADER JOES,Groceries
POS SALE RALPHS,Groceries
POS SALE CAFE ID:GEWT57297732507583,Coffee/Dining
PAYROLL ID:GEWT57297732507583,Transfer/Income
CARD PURCHASE MCDONALDS T:071098,Coffee/Dining
VISA POS PIZZA LOC:EAST1661,Coffee/Dining
VISA POS TOLL,Transport
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
TRANSFER,Transfer/Income
TRANSFER,Transfer/Income
DEBIT PURCHASE RALPHS,Groceries
PAYROLL,Transfer/Income
CABLE LOC:EAST1661,Utilities
POS SALE RETAIL,Shopping
CARD PURCHASE RALPHS,Groceries
VISA POS DOCTOR ID:GEWT57297732507583,Health/Fitness
CARD PURCHASE METRO RAIL 836,Transport
DEBIT PURCHASE RETAIL,Shopping
CARD PURCHASE MARKET,Groceries
CARD PURCHASE TRADER JOES 836,Groceries
VISA POS RALPHS,Groceries
CARD PURCHASE SHELL GAS,Fuel/Gas
DEBIT PURCHASE STARBUCKS,Coffee/Dining
EFT MARKET,Groceries
VISA POS GYM MEMBERSHIP ID:GEWT57297732507583,Health/Fitness
DEBIT PURCHASE PUMP ID:GEWT57297732507583,Fuel/Gas
SALARY T:071098,Transfer/Income
VENMO CASH IN,Transfer/Income
VISA POS LYFT T:071098,Transport
CARD PURCHASE BEST BUY T:071098,Shopping
CARD PURCHASE SHELL GAS,Fuel/Gas
EFT WHOLE FOODS T:071098,Groceries
POS SALE TRADER JOES 836,Groceries
VISA POS WHOLE FOODS,Groceries
VISA POS RETAIL T:071098,Shopping
POS SALE METRO RAIL LOC:EAST1661,Transport
COMCAST,Utilities
